"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 06 17:53:32 GMT 2024","Wed Nov 06 17:53:32 GMT 2024","199","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Nov 06 17:52:44 GMT 2024","Wed Nov 06 17:52:52 GMT 2024","7793","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Nov 06 17:53:31 GMT 2024","Wed Nov 06 17:53:31 GMT 2024","136","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Wed Nov 06 17:53:54 GMT 2024","Wed Nov 06 17:54:14 GMT 2024","19914","Surefire suite","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed Nov 06 17:54:15 GMT 2024","Wed Nov 06 17:54:26 GMT 2024","11066","Surefire suite","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Wed Nov 06 17:53:02 GMT 2024","Wed Nov 06 17:53:53 GMT 2024","50747","Surefire suite","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Nov 06 17:53:29 GMT 2024","Wed Nov 06 17:53:29 GMT 2024","443","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Nov 06 17:53:29 GMT 2024","Wed Nov 06 17:53:29 GMT 2024","204","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Nov 06 17:54:03 GMT 2024","Wed Nov 06 17:54:10 GMT 2024","7243","Surefire suite","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Wed Nov 06 17:53:31 GMT 2024","Wed Nov 06 17:53:31 GMT 2024","292","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Wed Nov 06 17:54:40 GMT 2024","Wed Nov 06 17:54:50 GMT 2024","9389","Surefire suite","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Wed Nov 06 17:53:32 GMT 2024","Wed Nov 06 17:53:32 GMT 2024","216","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Wed Nov 06 17:54:27 GMT 2024","Wed Nov 06 17:54:39 GMT 2024","12051","Surefire suite","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Nov 06 17:50:39 GMT 2024","Wed Nov 06 17:51:33 GMT 2024","53901","Surefire suite","chrome","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Wed Nov 06 17:53:11 GMT 2024","Wed Nov 06 17:53:23 GMT 2024","11962","Surefire suite","Surefire test","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
