"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 06 18:02:41 GMT 2024","Wed Nov 06 18:02:58 GMT 2024","17378","Surefire suite","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed Nov 06 18:02:03 GMT 2024","Wed Nov 06 18:02:04 GMT 2024","41","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Wed Nov 06 18:01:44 GMT 2024","Wed Nov 06 18:02:31 GMT 2024","47284","Surefire suite","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Nov 06 18:03:15 GMT 2024","Wed Nov 06 18:03:24 GMT 2024","8316","Surefire suite","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Wed Nov 06 18:02:02 GMT 2024","Wed Nov 06 18:02:02 GMT 2024","115","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Wed Nov 06 18:01:36 GMT 2024","Wed Nov 06 18:01:44 GMT 2024","7790","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Nov 06 18:02:04 GMT 2024","Wed Nov 06 18:02:04 GMT 2024","224","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Wed Nov 06 18:03:01 GMT 2024","Wed Nov 06 18:03:12 GMT 2024","10775","Surefire suite","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Nov 06 18:02:32 GMT 2024","Wed Nov 06 18:02:51 GMT 2024","18555","Surefire suite","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed Nov 06 18:02:04 GMT 2024","Wed Nov 06 18:02:04 GMT 2024","163","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Wed Nov 06 18:02:03 GMT 2024","Wed Nov 06 18:02:03 GMT 2024","271","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Wed Nov 06 18:02:04 GMT 2024","Wed Nov 06 18:02:04 GMT 2024","176","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Nov 06 18:03:06 GMT 2024","Wed Nov 06 18:03:15 GMT 2024","8783","Surefire suite","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
