"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 18 12:53:52 GMT 2024","Wed Dec 18 12:54:38 GMT 2024","46083","Surefire suite","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Dec 18 12:55:21 GMT 2024","Wed Dec 18 12:55:29 GMT 2024","8243","Surefire suite","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Wed Dec 18 12:54:59 GMT 2024","Wed Dec 18 12:55:06 GMT 2024","7129","Surefire suite","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Dec 18 12:54:11 GMT 2024","Wed Dec 18 12:54:11 GMT 2024","131","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Wed Dec 18 12:54:12 GMT 2024","Wed Dec 18 12:54:13 GMT 2024","260","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Wed Dec 18 12:54:12 GMT 2024","Wed Dec 18 12:54:12 GMT 2024","242","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Dec 18 12:54:13 GMT 2024","Wed Dec 18 12:54:13 GMT 2024","224","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Wed Dec 18 12:54:14 GMT 2024","Wed Dec 18 12:54:14 GMT 2024","274","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Wed Dec 18 12:54:12 GMT 2024","Wed Dec 18 12:54:12 GMT 2024","316","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Wed Dec 18 12:51:21 GMT 2024","Wed Dec 18 12:52:21 GMT 2024","59176","Surefire suite","chrome","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Wed Dec 18 12:54:10 GMT 2024","Wed Dec 18 12:54:11 GMT 2024","328","Surefire suite","Surefire test","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Wed Dec 18 12:53:43 GMT 2024","Wed Dec 18 12:54:34 GMT 2024","50857","Surefire suite","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Wed Dec 18 12:54:35 GMT 2024","Wed Dec 18 12:54:52 GMT 2024","17376","Surefire suite","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Wed Dec 18 12:54:13 GMT 2024","Wed Dec 18 12:54:13 GMT 2024","162","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Wed Dec 18 12:55:07 GMT 2024","Wed Dec 18 12:55:13 GMT 2024","6468","Surefire suite","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Wed Dec 18 12:54:13 GMT 2024","Wed Dec 18 12:54:13 GMT 2024","154","Surefire suite","Surefire test","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Wed Dec 18 12:54:07 GMT 2024","Wed Dec 18 12:54:10 GMT 2024","3391","Surefire suite","Surefire test","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
